"user_id","month","tenure_months","plan_tier","is_corporate","monthly_price","credits_allocated","credits_used","credits_utilization","credits_rolled_over","avg_credit_cost_per_class","classes_booked","classes_peak","classes_offpeak","late_cancel_fees","support_tickets","price_increase_last_period","churned"
3,12,25,"Core",0,99,48,36,0.75,12,6,6,0,6,1,0,0,0
4,1,7,"Starter",0,55,25,25,1,0,12.5,2,0,2,0,0,0,0
4,2,8,"Starter",0,55,25,24,0.96,1,6,4,0,4,0,0,0,0
4,3,9,"Starter",0,55,25,25,1,0,6.25,4,0,4,2,0,0,0
4,4,10,"Starter",0,55,25,25,1,0,6.25,4,0,4,1,0,0,0
4,5,11,"Starter",0,55,25,25,1,0,6.25,4,0,4,1,0,0,0
4,6,12,"Starter",0,55,25,25,1,0,12.5,2,0,2,0,0,0,0
4,7,13,"Starter",0,55,25,25,1,0,6.25,4,0,4,0,0,0,0
4,8,14,"Starter",0,55,25,12,0.48,12.5,6,2,0,2,0,0,0,0
4,9,15,"Starter",0,55,25,25,1,0,6.25,4,0,4,0,1,0,0
4,10,16,"Starter",0,55,25,24,0.96,1,6,4,0,4,0,0,0,1
5,1,17,"Plus",0,139,68,15,0.220588235294118,34,15,1,1,0,0,0,0,0
5,2,18,"Plus",0,139,68,6,0.0882352941176471,34,6,1,0,1,0,0,0,0
5,3,19,"Plus",0,139,68,21,0.308823529411765,34,10.5,2,1,1,0,0,0,0
5,4,20,"Plus",0,139,68,6,0.0882352941176471,34,6,1,0,1,0,0,0,1
5,5,21,"Plus",0,139,68,6,0.0882352941176471,34,6,1,0,1,1,0,0,0
5,6,22,"Plus",0,139,68,6,0.0882352941176471,34,6,1,0,1,0,0,0,0
5,7,23,"Plus",0,139,68,0,0,34,NA,0,0,0,0,0,0,0
5,8,24,"Plus",0,139,68,21,0.308823529411765,34,10.5,2,1,1,0,0,0,0
5,9,25,"Plus",0,139,68,0,0,34,NA,0,0,0,0,0,0,0
5,10,26,"Plus",0,139,68,12,0.176470588235294,34,6,2,0,2,0,0,0,0
5,11,27,"Plus",0,139,68,0,0,34,NA,0,0,0,0,0,0,0
5,12,28,"Plus",0,139,68,21,0.308823529411765,34,10.5,2,1,1,0,0,0,0
6,1,14,"Plus",0,139,68,6,0.0882352941176471,34,6,1,0,1,0,0,0,0
6,2,15,"Plus",0,139,68,27,0.397058823529412,34,9,3,1,2,0,0,0,0
6,3,16,"Plus",0,139,68,6,0.0882352941176471,34,6,1,0,1,1,0,0,0
6,4,17,"Plus",0,139,68,12,0.176470588235294,34,6,2,0,2,1,0,0,0
6,5,18,"Plus",0,139,68,21,0.308823529411765,34,10.5,2,1,1,0,0,0,0
6,6,19,"Plus",0,139,68,6,0.0882352941176471,34,6,1,0,1,0,0,0,0
6,7,20,"Plus",0,139,68,12,0.176470588235294,34,6,2,0,2,0,0,0,0
6,8,21,"Plus",0,139,68,6,0.0882352941176471,34,6,1,0,1,0,0,0,1
6,9,22,"Plus",0,139,68,6,0.0882352941176471,34,6,1,0,1,0,0,0,0
6,10,23,"Plus",0,139,68,33,0.485294117647059,34,8.25,4,1,3,0,0,0,0
6,11,24,"Plus",0,139,68,12,0.176470588235294,34,6,2,0,2,0,0,0,0
6,12,25,"Plus",0,139,68,18,0.264705882352941,34,6,3,0,3,1,0,0,0
7,1,16,"Starter",0,55,25,25,1,0,12.5,2,0,2,0,0,0,0
7,2,17,"Starter",0,55,25,25,1,0,6.25,4,0,4,0,0,0,0
7,3,18,"Starter",0,55,25,25,1,0,25,1,0,1,0,0,0,0
7,4,19,"Starter",0,55,25,6,0.24,12.5,6,1,0,1,0,0,0,0
7,5,20,"Starter",0,55,25,24,0.96,1,6,4,0,4,0,0,0,0
7,6,21,"Starter",0,55,25,25,1,0,25,1,0,1,0,0,0,1
7,7,22,"Starter",0,55,25,24,0.96,1,6,4,0,4,1,0,0,0
7,8,23,"Starter",0,55,25,12,0.48,12.5,6,2,0,2,0,0,0,0
7,9,24,"Starter",0,55,25,6,0.24,12.5,6,1,0,1,0,1,0,0
7,10,25,"Starter",0,55,25,25,1,0,12.5,2,0,2,1,0,0,0
7,11,26,"Starter",0,55,25,12,0.48,12.5,6,2,0,2,0,0,0,0
7,12,27,"Starter",0,55,25,18,0.72,7,6,3,0,3,0,0,0,0
8,1,8,"Core",0,99,48,12,0.25,24,6,2,0,2,0,0,0,0
8,2,9,"Core",0,99,48,18,0.375,24,6,3,0,3,0,0,0,0
8,3,10,"Core",0,99,48,12,0.25,24,6,2,0,2,0,0,0,0
8,4,11,"Core",0,99,48,6,0.125,24,6,1,0,1,0,0,0,0
8,5,12,"Core",0,99,48,18,0.375,24,6,3,0,3,0,0,0,0
8,6,13,"Core",0,99,48,0,0,24,NA,0,0,0,0,0,0,0
8,7,14,"Core",0,99,48,12,0.25,24,6,2,0,2,0,0,0,0
8,8,15,"Core",0,99,48,12,0.25,24,6,2,0,2,0,0,0,0
8,9,16,"Core",0,99,48,12,0.25,24,6,2,0,2,0,0,0,0
8,10,17,"Core",0,99,48,6,0.125,24,6,1,0,1,0,0,0,0
8,11,18,"Core",0,99,48,6,0.125,24,6,1,0,1,0,0,0,0
8,12,19,"Core",0,99,48,21,0.4375,24,10.5,2,1,1,0,0,0,0
9,1,3,"Starter",0,55,25,18,0.72,7,6,3,0,3,1,0,0,1
10,1,5,"Starter",0,55,25,25,1,0,25,1,1,0,0,1,0,0
10,2,6,"Starter",0,55,25,25,1,0,12.5,2,1,1,1,1,0,0
10,3,7,"Starter",0,55,25,25,1,0,12.5,2,0,2,0,0,0,0
10,4,8,"Starter",0,55,25,25,1,0,25,1,0,1,0,0,0,0
10,5,9,"Starter",0,55,25,25,1,0,12.5,2,1,1,0,0,0,0
10,6,10,"Starter",0,55,25,25,1,0,25,1,1,0,0,0,0,0
10,7,11,"Starter",0,55,25,25,1,0,25,1,0,1,0,0,0,1
10,8,12,"Starter",0,55,25,25,1,0,25,1,1,0,0,0,0,0
10,9,13,"Starter",0,55,25,25,1,0,12.5,2,1,1,0,0,0,0
10,10,14,"Starter",0,55,25,25,1,0,12.5,2,1,1,0,0,0,0
10,11,15,"Starter",0,55,25,25,1,0,25,1,1,0,0,0,0,0
10,12,16,"Starter",0,55,25,25,1,0,12.5,2,1,1,0,0,0,0
11,1,19,"Plus",1,139,68,45,0.661764705882353,23,7.5,6,1,5,0,0,0,0
11,2,20,"Plus",1,139,68,21,0.308823529411765,34,10.5,2,1,1,1,0,0,0
11,3,21,"Plus",1,139,68,27,0.397058823529412,34,9,3,1,2,0,0,0,0
11,4,22,"Plus",1,139,68,0,0,34,NA,0,0,0,0,0,0,0
11,5,23,"Plus",1,139,68,42,0.61764705882353,26,10.5,4,2,2,0,0,0,0
11,6,24,"Plus",1,139,68,0,0,34,NA,0,0,0,0,0,0,0
11,7,25,"Plus",1,139,68,0,0,34,NA,0,0,0,0,0,0,0
11,8,26,"Plus",1,139,68,15,0.220588235294118,34,15,1,1,0,0,0,0,0
11,9,27,"Plus",1,139,68,6,0.0882352941176471,34,6,1,0,1,0,0,0,0
11,10,28,"Plus",1,139,68,0,0,34,NA,0,0,0,0,0,0,0
11,11,29,"Plus",1,139,68,21,0.308823529411765,34,10.5,2,1,1,0,0,0,0
11,12,30,"Plus",1,139,68,12,0.176470588235294,34,6,2,0,2,0,0,0,0
12,1,16,"Starter",0,55,25,25,1,0,25,1,1,0,0,0,0,1
13,1,20,"Premium",0,199,100,36,0.36,50,6,6,0,6,1,0,0,0
13,2,21,"Premium",0,199,100,51,0.51,49,7.28571428571429,7,1,6,2,0,0,0
13,3,22,"Premium",0,199,100,36,0.36,50,6,6,0,6,1,0,0,0
13,4,23,"Premium",0,199,100,24,0.24,50,6,4,0,4,2,0,0,0
13,5,24,"Premium",0,199,100,18,0.18,50,6,3,0,3,2,0,0,0
13,6,25,"Premium",0,199,100,36,0.36,50,6,6,0,6,1,0,0,0
13,7,26,"Premium",0,199,100,12,0.12,50,6,2,0,2,1,0,0,0
13,8,27,"Premium",0,199,100,6,0.06,50,6,1,0,1,0,0,0,0
13,9,28,"Premium",0,199,100,45,0.45,50,7.5,6,1,5,1,0,0,0
13,10,29,"Premium",0,199,100,6,0.06,50,6,1,0,1,0,0,1,0
13,11,30,"Premium",0,199,100,54,0.54,46,6,9,0,9,1,0,0,0
13,12,31,"Premium",0,199,100,51,0.51,49,7.28571428571429,7,1,6,2,0,0,0
14,1,4,"Core",0,99,48,18,0.375,24,6,3,0,3,1,0,0,0
14,2,5,"Core",0,99,48,39,0.8125,9,7.8,5,1,4,1,0,0,0
14,3,6,"Core",0,99,48,24,0.5,24,6,4,0,4,1,0,0,0
14,4,7,"Core",0,99,48,48,1,0,9.6,5,0,5,1,0,0,0
14,5,8,"Core",0,99,48,33,0.6875,15,8.25,4,1,3,3,0,0,0
14,6,9,"Core",0,99,48,48,1,0,9.6,5,1,4,1,0,0,0
14,7,10,"Core",0,99,48,24,0.5,24,6,4,0,4,0,0,0,0
14,8,11,"Core",0,99,48,39,0.8125,9,7.8,5,1,4,1,0,0,1
14,9,12,"Core",0,99,48,39,0.8125,9,7.8,5,1,4,2,0,0,0
14,10,13,"Core",0,99,48,33,0.6875,15,8.25,4,1,3,0,0,0,0
15,1,23,"Plus",0,139,68,66,0.970588235294118,2,13.2,5,4,1,1,0,0,0
15,2,24,"Plus",0,139,68,21,0.308823529411765,34,10.5,2,1,1,0,0,0,0
15,3,25,"Plus",0,139,68,21,0.308823529411765,34,10.5,2,1,1,0,0,0,0
15,4,26,"Plus",0,139,68,21,0.308823529411765,34,10.5,2,1,1,1,1,0,0
15,5,27,"Plus",0,139,68,60,0.88235294117647,8,15,4,4,0,1,0,0,0
15,6,28,"Plus",0,139,68,51,0.75,17,12.75,4,3,1,1,0,0,0
15,7,29,"Plus",0,139,68,18,0.264705882352941,34,6,3,0,3,0,0,0,0
15,8,30,"Plus",0,139,68,0,0,34,NA,0,0,0,0,0,0,1
15,9,31,"Plus",0,139,68,15,0.220588235294118,34,15,1,1,0,1,0,0,0
15,10,32,"Plus",0,139,68,42,0.61764705882353,26,10.5,4,2,2,0,0,0,0
15,11,33,"Plus",0,139,68,18,0.264705882352941,34,6,3,0,3,0,0,0,0
15,12,34,"Plus",0,139,68,21,0.308823529411765,34,10.5,2,1,1,0,0,0,0
16,1,12,"Premium",0,199,100,45,0.45,50,7.5,6,1,5,1,0,0,0
16,2,13,"Premium",0,199,100,66,0.66,34,8.25,8,2,6,2,0,0,0
16,3,14,"Premium",0,199,100,100,1,0,11.1111111111111,9,3,6,0,0,0,0
16,4,15,"Premium",0,199,100,45,0.45,50,7.5,6,1,5,1,0,0,0
16,5,16,"Premium",0,199,100,63,0.63,37,10.5,6,3,3,1,0,0,0
16,6,17,"Premium",0,199,100,75,0.75,25,9.375,8,3,5,0,0,0,0
16,7,18,"Premium",0,199,100,69,0.69,31,9.85714285714286,7,3,4,0,1,0,0
16,8,19,"Premium",0,199,100,54,0.54,46,9,6,2,4,1,0,0,0
16,9,20,"Premium",0,199,100,33,0.33,50,8.25,4,1,3,1,0,0,0
16,10,21,"Premium",0,199,100,45,0.45,50,7.5,6,1,5,1,0,0,0
16,11,22,"Premium",0,199,100,27,0.27,50,9,3,1,2,1,0,0,0
16,12,23,"Premium",0,199,100,24,0.24,50,6,4,0,4,1,0,0,0
17,1,17,"Premium",0,199,100,33,0.33,50,8.25,4,1,3,0,0,0,0
17,2,18,"Premium",0,199,100,27,0.27,50,9,3,1,2,1,0,0,0
17,3,19,"Premium",0,199,100,12,0.12,50,6,2,0,2,0,0,0,0
17,4,20,"Premium",0,199,100,21,0.21,50,10.5,2,1,1,0,0,0,0
17,5,21,"Premium",0,199,100,12,0.12,50,6,2,0,2,0,0,0,0
17,6,22,"Premium",0,199,100,21,0.21,50,10.5,2,1,1,0,0,0,0
17,7,23,"Premium",0,199,100,6,0.06,50,6,1,0,1,0,0,0,0
17,8,24,"Premium",0,199,100,18,0.18,50,6,3,0,3,0,0,0,0
17,9,25,"Premium",0,199,100,12,0.12,50,6,2,0,2,0,0,0,0
17,10,26,"Premium",0,199,100,6,0.06,50,6,1,0,1,0,0,0,0
17,11,27,"Premium",0,199,100,21,0.21,50,10.5,2,1,1,0,1,0,0
17,12,28,"Premium",0,199,100,0,0,50,NA,0,0,0,0,0,0,0
18,1,9,"Core",0,99,48,48,1,0,9.6,5,2,3,0,0,0,0
18,2,10,"Core",0,99,48,48,1,0,6,8,0,8,0,0,0,0
18,3,11,"Core",0,99,48,48,1,0,8,6,0,6,0,0,0,0
18,4,12,"Core",0,99,48,30,0.625,18,6,5,0,5,1,1,0,0
18,5,13,"Core",0,99,48,48,1,0,12,4,2,2,2,1,0,0
18,6,14,"Core",0,99,48,48,1,0,12,4,2,2,0,0,0,0
18,7,15,"Core",0,99,48,48,1,0,16,3,2,1,0,0,0,0
18,8,16,"Core",0,99,48,48,1,0,6,8,0,8,1,0,0,0
18,9,17,"Core",0,99,48,48,1,0,9.6,5,1,4,1,0,0,0
18,10,18,"Core",0,99,48,48,1,0,9.6,5,1,4,0,0,0,0
18,11,19,"Core",0,99,48,18,0.375,24,6,3,0,3,0,0,0,0
18,12,20,"Core",0,99,48,48,1,0,16,3,3,0,0,0,0,0
19,1,9,"Plus",0,139,68,60,0.88235294117647,8,8.57142857142857,7,2,5,0,0,0,0
19,2,10,"Plus",0,139,68,68,1,0,17,4,3,1,0,0,0,1
19,3,11,"Plus",0,139,68,30,0.441176470588235,34,15,2,2,0,1,0,0,0
19,4,12,"Plus",0,139,68,21,0.308823529411765,34,10.5,2,1,1,0,0,0,0
19,5,13,"Plus",0,139,68,0,0,34,NA,0,0,0,0,0,0,0
19,6,14,"Plus",0,139,68,21,0.308823529411765,34,10.5,2,1,1,1,0,0,0
19,7,15,"Plus",0,139,68,27,0.397058823529412,34,9,3,1,2,0,0,0,0
19,8,16,"Plus",0,139,68,6,0.0882352941176471,34,6,1,0,1,0,0,0,0
19,9,17,"Plus",0,139,68,27,0.397058823529412,34,9,3,1,2,0,0,0,0
19,10,18,"Plus",0,139,68,6,0.0882352941176471,34,6,1,0,1,0,0,0,0
19,11,19,"Plus",0,139,68,30,0.441176470588235,34,15,2,2,0,1,0,0,0
19,12,20,"Plus",0,139,68,6,0.0882352941176471,34,6,1,0,1,0,0,0,0
20,1,14,"Plus",0,139,68,18,0.264705882352941,34,6,3,0,3,1,0,0,0
20,2,15,"Plus",0,139,68,6,0.0882352941176471,34,6,1,0,1,1,0,0,1
20,3,16,"Plus",0,139,68,42,0.61764705882353,26,10.5,4,2,2,0,1,0,0
20,4,17,"Plus",0,139,68,51,0.75,17,7.28571428571429,7,1,6,0,0,0,0
20,5,18,"Plus",0,139,68,6,0.0882352941176471,34,6,1,0,1,1,0,0,0
20,6,19,"Plus",0,139,68,6,0.0882352941176471,34,6,1,0,1,1,0,0,0
20,7,20,"Plus",0,139,68,18,0.264705882352941,34,6,3,0,3,0,0,1,0
20,8,21,"Plus",0,139,68,0,0,34,NA,0,0,0,0,0,0,0
20,9,22,"Plus",0,139,68,33,0.485294117647059,34,8.25,4,1,3,0,0,0,0
20,10,23,"Plus",0,139,68,0,0,34,NA,0,0,0,0,0,0,0
20,11,24,"Plus",0,139,68,0,0,34,NA,0,0,0,0,0,0,0
20,12,25,"Plus",0,139,68,12,0.176470588235294,34,6,2,0,2,2,0,0,0
21,1,22,"Premium",0,199,100,15,0.15,50,15,1,1,0,0,0,0,1
21,2,23,"Premium",0,199,100,15,0.15,50,15,1,1,0,0,0,0,0
22,1,18,"Core",0,99,48,42,0.875,6,10.5,4,2,2,0,0,0,0
22,2,19,"Core",0,99,48,45,0.9375,3,7.5,6,1,5,3,0,0,0
22,3,20,"Core",0,99,48,45,0.9375,3,7.5,6,1,5,0,0,0,0
22,4,21,"Core",0,99,48,36,0.75,12,6,6,0,6,2,0,0,0
22,5,22,"Core",0,99,48,48,1,0,9.6,5,2,3,2,0,0,0
22,6,23,"Core",0,99,48,18,0.375,24,6,3,0,3,0,0,0,0
22,7,24,"Core",0,99,48,33,0.6875,15,8.25,4,1,3,2,0,0,0
22,8,25,"Core",0,99,48,39,0.8125,9,7.8,5,1,4,0,0,0,0
22,9,26,"Core",0,99,48,24,0.5,24,6,4,0,4,1,0,0,0
22,10,27,"Core",0,99,48,48,1,0,16,3,2,1,0,0,0,0
22,11,28,"Core",0,99,48,33,0.6875,15,8.25,4,1,3,0,0,0,0
22,12,29,"Core",0,99,48,48,1,0,9.6,5,1,4,0,0,0,0
23,1,17,"Premium",1,199,100,6,0.06,50,6,1,0,1,0,1,0,0
23,2,18,"Premium",1,199,100,27,0.27,50,9,3,1,2,0,0,0,0
23,3,19,"Premium",1,199,100,60,0.6,40,8.57142857142857,7,2,5,0,0,0,0
23,4,20,"Premium",1,199,100,0,0,50,NA,0,0,0,0,0,0,1
23,5,21,"Premium",1,199,100,0,0,50,NA,0,0,0,0,0,0,0
23,6,22,"Premium",1,199,100,6,0.06,50,6,1,0,1,1,0,0,0
23,7,23,"Premium",1,199,100,12,0.12,50,6,2,0,2,0,0,0,0
23,8,24,"Premium",1,199,100,15,0.15,50,15,1,1,0,0,0,0,0
23,9,25,"Premium",1,199,100,6,0.06,50,6,1,0,1,0,0,0,0
23,10,26,"Premium",1,199,100,0,0,50,NA,0,0,0,0,0,0,0
23,11,27,"Premium",1,199,100,0,0,50,NA,0,0,0,0,0,0,0
23,12,28,"Premium",1,199,100,21,0.21,50,10.5,2,1,1,0,0,0,0
24,1,19,"Premium",0,199,100,42,0.42,50,6,7,0,7,4,0,0,0
24,2,20,"Premium",0,199,100,18,0.18,50,6,3,0,3,0,0,0,0
24,3,21,"Premium",0,199,100,27,0.27,50,9,3,1,2,0,0,0,0
24,4,22,"Premium",0,199,100,27,0.27,50,9,3,1,2,0,1,0,0
24,5,23,"Premium",0,199,100,21,0.21,50,10.5,2,1,1,1,0,0,0
24,6,24,"Premium",0,199,100,27,0.27,50,9,3,1,2,0,0,0,0
24,7,25,"Premium",0,199,100,0,0,50,NA,0,0,0,0,0,0,0
24,8,26,"Premium",0,199,100,18,0.18,50,6,3,0,3,1,0,0,0
24,9,27,"Premium",0,199,100,39,0.39,50,7.8,5,1,4,1,0,0,0
24,10,28,"Premium",0,199,100,6,0.06,50,6,1,0,1,0,0,0,0
24,11,29,"Premium",0,199,100,15,0.15,50,15,1,1,0,0,0,0,0
24,12,30,"Premium",0,199,100,33,0.33,50,8.25,4,1,3,2,0,0,0
25,1,21,"Core",0,99,48,12,0.25,24,6,2,0,2,0,0,0,0
25,2,22,"Core",0,99,48,30,0.625,18,15,2,2,0,0,0,0,0
25,3,23,"Core",0,99,48,15,0.3125,24,15,1,1,0,1,0,0,0
25,4,24,"Core",0,99,48,15,0.3125,24,15,1,1,0,0,0,0,0
25,5,25,"Core",0,99,48,27,0.5625,21,9,3,1,2,0,0,0,0
25,6,26,"Core",0,99,48,15,0.3125,24,15,1,1,0,0,0,0,1
25,7,27,"Core",0,99,48,0,0,24,NA,0,0,0,0,0,0,0
25,8,28,"Core",0,99,48,0,0,24,NA,0,0,0,0,0,0,0
25,9,29,"Core",0,99,48,0,0,24,NA,0,0,0,0,0,0,0
26,1,19,"Plus",0,139,68,68,1,0,13.6,5,3,2,0,0,0,0
26,2,20,"Plus",0,139,68,68,1,0,11.3333333333333,6,3,3,1,0,0,0
26,3,21,"Plus",0,139,68,68,1,0,13.6,5,4,1,1,1,0,0
26,4,22,"Plus",0,139,68,68,1,0,17,4,3,1,0,0,0,0
26,5,23,"Plus",0,139,68,36,0.529411764705882,32,12,3,2,1,0,0,0,0
26,6,24,"Plus",0,139,68,68,1,0,17,4,3,1,0,1,0,0
26,7,25,"Plus",0,139,68,68,1,0,17,4,4,0,0,0,0,0
26,8,26,"Plus",0,139,68,12,0.176470588235294,34,6,2,0,2,1,0,0,0
26,9,27,"Plus",0,139,68,68,1,0,17,4,4,0,2,0,0,1
26,10,28,"Plus",0,139,68,33,0.485294117647059,34,8.25,4,1,3,2,0,0,0
26,11,29,"Plus",0,139,68,30,0.441176470588235,34,15,2,2,0,0,0,0,0
26,12,30,"Plus",0,139,68,68,1,0,17,4,4,0,1,0,0,0
27,1,13,"Core",1,99,48,21,0.4375,24,10.5,2,1,1,0,0,0,0
27,2,14,"Core",1,99,48,48,1,0,12,4,1,3,0,0,0,1
27,3,15,"Core",1,99,48,45,0.9375,3,7.5,6,1,5,2,0,0,0
27,4,16,"Core",1,99,48,21,0.4375,24,10.5,2,1,1,2,0,0,0
27,5,17,"Core",1,99,48,48,1,0,9.6,5,2,3,1,1,0,0
27,6,18,"Core",1,99,48,6,0.125,24,6,1,0,1,1,0,0,0
27,7,19,"Core",1,99,48,6,0.125,24,6,1,0,1,1,0,0,0
27,8,20,"Core",1,99,48,21,0.4375,24,10.5,2,1,1,0,0,0,0
27,9,21,"Core",1,99,48,12,0.25,24,6,2,0,2,0,0,0,0
27,10,22,"Core",1,99,48,6,0.125,24,6,1,0,1,0,0,0,0
27,11,23,"Core",1,99,48,15,0.3125,24,15,1,1,0,0,0,0,0
27,12,24,"Core",1,99,48,18,0.375,24,6,3,0,3,1,1,0,0
28,1,1,"Premium",0,199,100,30,0.3,50,6,5,0,5,0,0,0,0
28,2,2,"Premium",0,199,100,72,0.72,28,6,12,0,12,1,0,0,0
28,3,3,"Premium",0,199,100,63,0.63,37,7,9,1,8,1,0,0,0
28,4,4,"Premium",0,199,100,63,0.63,37,10.5,6,3,3,0,0,0,0
28,5,5,"Premium",0,199,100,60,0.6,40,6,10,0,10,4,0,0,0
28,6,6,"Premium",0,199,100,24,0.24,50,6,4,0,4,0,0,0,0
28,7,7,"Premium",0,199,100,33,0.33,50,8.25,4,1,3,0,0,0,0
28,8,8,"Premium",0,199,100,48,0.48,50,6,8,0,8,0,0,0,0
28,9,9,"Premium",0,199,100,24,0.24,50,6,4,0,4,1,0,0,0
28,10,10,"Premium",0,199,100,18,0.18,50,6,3,0,3,0,0,0,0
28,11,11,"Premium",0,199,100,81,0.81,19,6.75,12,1,11,1,0,0,0
28,12,12,"Premium",0,199,100,24,0.24,50,6,4,0,4,0,0,0,0
29,1,8,"Plus",0,139,68,39,0.573529411764706,29,7.8,5,1,4,0,0,0,0
29,2,9,"Plus",0,139,68,57,0.838235294117647,11,11.4,5,3,2,2,0,0,0
29,3,10,"Plus",0,139,68,68,1,0,9.71428571428571,7,1,6,3,0,0,0
29,4,11,"Plus",0,139,68,21,0.308823529411765,34,10.5,2,1,1,1,0,0,0
29,5,12,"Plus",0,139,68,42,0.61764705882353,26,10.5,4,2,2,1,0,0,0
29,6,13,"Plus",0,139,68,57,0.838235294117647,11,11.4,5,3,2,1,0,0,0
29,7,14,"Plus",0,139,68,45,0.661764705882353,23,7.5,6,1,5,2,0,0,0
29,8,15,"Plus",0,139,68,39,0.573529411764706,29,7.8,5,1,4,0,0,0,0
29,9,16,"Plus",0,139,68,33,0.485294117647059,34,8.25,4,1,3,1,0,1,0
29,10,17,"Plus",0,139,68,68,1,0,11.3333333333333,6,2,4,1,0,0,0
29,11,18,"Plus",0,139,68,57,0.838235294117647,11,11.4,5,3,2,0,0,0,0
29,12,19,"Plus",0,139,68,42,0.61764705882353,26,6,7,0,7,4,0,1,1
30,1,15,"Starter",0,55,25,25,1,0,12.5,2,0,2,1,1,0,0
30,2,16,"Starter",0,55,25,25,1,0,6.25,4,0,4,1,0,0,0
30,3,17,"Starter",0,55,25,25,1,0,25,1,1,0,1,1,0,1
30,4,18,"Starter",0,55,25,25,1,0,12.5,2,0,2,1,0,0,0
30,5,19,"Starter",0,55,25,25,1,0,12.5,2,1,1,1,0,0,0
30,6,20,"Starter",0,55,25,25,1,0,12.5,2,1,1,1,0,0,0
30,7,21,"Starter",0,55,25,25,1,0,12.5,2,0,2,0,0,0,0
30,8,22,"Starter",0,55,25,25,1,0,12.5,2,1,1,0,0,0,0
30,9,23,"Starter",0,55,25,25,1,0,12.5,2,1,1,0,0,0,0
30,10,24,"Starter",0,55,25,25,1,0,25,1,0,1,0,0,0,0
30,11,25,"Starter",0,55,25,25,1,0,25,1,0,1,1,0,0,0
30,12,26,"Starter",0,55,25,25,1,0,12.5,2,1,1,0,0,0,0
31,1,1,"Starter",0,55,25,25,1,0,6.25,4,0,4,0,0,0,0
31,2,2,"Starter",0,55,25,25,1,0,12.5,2,0,2,0,0,0,0
31,3,3,"Starter",0,55,25,24,0.96,1,6,4,0,4,0,0,0,0
31,4,4,"Starter",0,55,25,25,1,0,12.5,2,0,2,1,0,0,0
31,5,5,"Starter",0,55,25,25,1,0,12.5,2,0,2,0,0,0,0
31,6,6,"Starter",0,55,25,25,1,0,12.5,2,0,2,0,0,0,0
31,7,7,"Starter",0,55,25,18,0.72,7,6,3,0,3,0,0,0,0
31,8,8,"Starter",0,55,25,25,1,0,12.5,2,0,2,1,0,0,0
31,9,9,"Starter",0,55,25,25,1,0,6.25,4,0,4,3,0,1,0
31,10,10,"Starter",0,55,25,25,1,0,6.25,4,0,4,1,0,0,0
31,11,11,"Starter",0,55,25,24,0.96,1,6,4,0,4,1,0,0,0
31,12,12,"Starter",0,55,25,25,1,0,6.25,4,0,4,0,1,0,0
32,1,10,"Starter",0,55,25,25,1,0,12.5,2,0,2,0,0,0,0
32,2,11,"Starter",0,55,25,25,1,0,12.5,2,0,2,1,0,0,0
32,3,12,"Starter",0,55,25,18,0.72,7,6,3,0,3,0,0,1,0
32,4,13,"Starter",0,55,25,25,1,0,6.25,4,0,4,0,0,0,0
